first,second
psivert3,[0.01658275611182293 0.05685570765662967 0.2736567194358295 0.5147823062529362 0.40031209159433295 0.28666040987227676 1.1553691791050325 1.1633033646064739 0.6911305602711343 4.26470603381601 8.26829090787595; 0.043995848212767134 0.06194249515865701 0.1700222910142568 0.29256646548062215 0.37747627294670266 0.2141781626246685 0.5446430065602567 1.874641741014585 3.215474911506457 4.037908978998848 6.695986362572436; 0.032345985858047537 0.13227019708305382 0.2458394247018914 0.2917567592029655 0.18242476622992446 0.24139322496819987 0.644699064569636 0.7307617902353619 0.06872256632371011 1.8114544254487355 4.137645408859842; 0.06685271628234953 0.08083644303499705 0.15624531058672897 0.31054820622381263 0.4908939199381744 0.6011643385323686 0.7231777208864621 1.290040669286839 2.027590658489066 2.169816043957016 2.000921115154461; 0.28250067265897466 0.387494392411144 0.5435108797451145 0.7252131939505317 0.8520104376711569 0.8917535332908333 0.9737723360364376 1.0487826159620317 0.9533706589206493 1.8867879013430013 4.00831337089954; 0.28421789570286204 0.4626090964965417 0.7501529983304146 1.1974953033549816 1.8775282601210719 2.897400947476583 4.406875663989285 6.582530343063445 9.550266082936954 13.358441867006352 18.122464561779157; 0.10367847961214614 0.15847554466979583 0.24056063366993075 0.36232431689054945 0.5382732661561567 0.7878646258212003 1.152665745565292 1.6903177566431944 2.4602587664630176 3.5999269934951896 5.455289159715882; 1.0461393059526107 1.6064710252183296 2.4646345867804675 3.7839215635118415 5.816968769247934 8.945340198236622 13.757159036867721 21.163990127077344 32.551060694268706 50.0433312147135 76.95026400247828; 0.22915849686175974 0.34922255373346783 0.5452613418027207 0.8679663653269697 1.393094602098526 2.238683299861378 3.582310913198786 5.680311950684215 8.915637274977431 13.863459789567539 21.35609953416704; 0.15338359209641658 0.23217763386970344 0.34578295059226666 0.505723278379796 0.7256786084139725 1.0213763791223143 1.413293610089078 1.939474479435415 2.687962300473177 3.865732665607155 5.915577015175779; 0.11740403015440795 0.17704147612369472 0.26729542481679414 0.40367949122392915 0.6108133736028631 0.9284167045377429 1.4197795759998675 2.184613506887545 3.3766059116411027 5.226446121601122 8.070440055678223; 0.04057182849905845 0.05951583588013661 0.08914226153772659 0.1354528095042194 0.20628800713721568 0.3114521373431972 0.46341582042253276 0.6766331783506593 0.9668179788114845 1.3537438446455161 1.8672560558501778; 0.004179503570292002 0.004990449263380858 0.005698129489512294 0.00627529913541926 0.007111704358817886 0.009527491514194297 0.015099197091154374 0.024169247751630436 0.03611272927410404 0.05000883115823537 0.06654905311005824; 0.0007168738366752483 0.0010273508192657444 0.0014257607467932287 0.0019104269333147237 0.0024581359352051934 0.00302680368386452 0.0035955826728607666 0.004221795062364737 0.005010220473180613 0.005888363278049471 0.006235746114350973; 0.00015503174749030758 0.00017220763986533375 0.00013487236768412882 5.829919318769371e-5 7.554776569592787e-5 0.00018425984552854883 0.0003692471379417951 0.000760761360210375 0.001642701350878627 0.0035935143771672314 0.007776586789721125; 4.192919933424605e-5 3.1696133489799905e-5 5.0512488728924044e-5 6.967632862807565e-5 6.738776963112738e-5 6.735803631643697e-5 6.618017910786606e-5 8.373900668753858e-5 0.00038739413682922704 0.0012713178395937275 0.0034184814893337295; 0.0001512055087049747 0.00013447950338849098 0.00010345465764840152 8.26763617903421e-5 9.449323107054266e-5 7.287950606798083e-5 0.00010178756058359045 0.00048485196397873056 0.0012822043993521513 0.0030103298256320553 0.006856495600984351; 9.082819918359181e-5 7.374104633325663e-5 6.615175605248124e-5 7.760869789511761e-5 7.135781723382219e-5 2.6139885993235614e-5 0.00010010802178577449 0.0003147057489096608 0.0007328678542049122 0.001636938622279079 0.0037052686634618205; 4.9005901009692585e-5 4.33477072409141e-5 5.0955093650469204e-5 5.038941761582816e-5 3.5400882876107976e-5 4.155182064610736e-5 0.00011483844010482669 0.0002293272630186424 0.0004374812241213462 0.0008777357358172778 0.0018597489004192655; 3.249099735776196e-6 7.965252302820997e-6 8.73132530540998e-6 4.267514295261201e-6 5.46589796825806e-6 9.463328249854605e-6 1.1020666598017883e-5 1.3834963337745967e-5 2.98819593967463e-5 8.624379514597415e-5 0.0002308577128340284; 7.809799779221117e-6 2.4731257591647895e-6 5.684967941918678e-6 3.121094999801659e-6 9.103439180520154e-7 5.8737756165407645e-6 8.300809278784443e-6 1.3969607642923867e-5 2.363143843341474e-5 5.026728721465805e-5 0.00011415931317617891; 6.898355041516774e-6 5.216452833643923e-6 1.5095870188161002e-6 5.420364975919693e-6 3.996908216974199e-6 1.4145498271851546e-6 5.808617154707102e-6 4.4510641562131775e-6 4.029068628338923e-6 6.397002056709593e-6 2.1221462579066156e-5; 5.595140291540427e-6 6.493351549650809e-6 4.390235348758808e-6 2.740012316397953e-6 3.689018881398807e-6 1.607053657538847e-6 1.405946074912543e-6 2.4616709324267086e-6 9.677395630806008e-7 2.1274591806296615e-6 8.406080337803967e-6; 1.6492365268462109e-6 4.619479137572513e-6 2.857261903852799e-6 3.272232244841622e-6 3.5669921788086493e-6 2.8277140656812006e-6 3.405134493580051e-6 3.634630444356611e-6 4.780453146649324e-6 7.436104458985922e-6 2.2663445539315368e-5; 3.8123759998721144e-6 2.7842962382352493e-6 2.101637435376014e-6 3.5450867734254277e-6 9.643658375164225e-7 2.406915077703825e-6 3.1118324863359255e-6 1.500419095249443e-6 3.359644043788567e-6 6.453952902383305e-6 1.0924178845404614e-5; 1.0000542230736519e-6 2.191357945996429e-6 1.5229237379323936e-6 8.878685434515914e-7 2.27139100859318e-6 7.483632019192747e-7 1.645941364548261e-6 1.7264048438367182e-6 1.5152227574575623e-6 3.7582353816893427e-6 7.006408500221774e-6; 5.712837018363881e-6 2.192749464322265e-6 3.9122510182487064e-6 2.9436665466809606e-6 1.2133802140196894e-6 2.9220988633092286e-6 9.90495333290087e-7 1.6892073323598363e-6 1.5718298196586473e-6 3.8412990057706326e-7 1.8403054912358e-6; 2.7744455823719686e-6 3.468131438284383e-6 1.7105372455345969e-6 2.9207011446590066e-6 2.4250271811764644e-6 2.176383890629356e-6 2.507137424868378e-6 2.0905549892075273e-6 2.2194168971951344e-6 1.5675260739463887e-6 1.7678701359472984e-6; 4.070998933215061e-6 2.2646969709405076e-6 3.2014463591345902e-6 1.070533493638882e-6 1.8519815242314838e-6 1.4150055552581192e-6 5.610501650695175e-7 1.242605600690828e-6 1.8447051164615608e-7 8.684896555264759e-7 5.923475372295315e-7; 1.4016094112563789e-6 1.4458518432495178e-6 6.853701256088797e-7 8.85538292848369e-7 7.686110235934194e-7 2.3229359717863358e-7 7.380647988982718e-7 4.081235752806362e-7 3.259930447445158e-7 5.657757407419539e-7 2.2322101488371975e-7; 2.9836891954643212e-6 1.8125131690985189e-6 2.0395184268480374e-6 1.6515334812955164e-6 1.1977063208110347e-6 1.5126330299830266e-6 7.662001837615884e-7 1.0373202033294259e-6 7.901632981058969e-7 4.4976427276839913e-7 5.817298860932667e-7; 1.7811771759543413e-6 6.808947489207382e-7 1.5997605409814428e-6 4.877368604670467e-7 1.2240309838116476e-6 8.093166115724493e-7 7.056193773445184e-7 9.700177636066712e-7 1.7304536288578578e-7 9.300164381038907e-7 4.721719341426182e-7; 2.8367371025807707e-6 1.7330900904429637e-6 1.9369606372042443e-6 1.1553252935434313e-6 1.3493585885359574e-6 8.966822475683551e-7 8.060519183210118e-7 7.161529408124818e-7 3.969953470053104e-7 6.631307549780256e-7 4.187811090109552e-8; 1.1805278796335436e-6 3.889434748748442e-7 1.0897145840475114e-6 4.6657466339100444e-7 7.57744212327529e-7 5.372908823993309e-7 5.612328780071654e-7 7.250032606682336e-7 2.4142153496441626e-7 6.40271637062013e-7 2.2516266347140635e-7; 2.187515633176465e-6 2.9368195920379144e-6 1.113545287768574e-6 2.158157347247755e-6 4.409157171205868e-7 1.7018575461273827e-6 3.328594166115119e-7 1.263856197883807e-6 4.785654737493868e-7 9.645227940286711e-7 5.595035744782453e-7; 1.5968863207347624e-6 1.7207820815428272e-6 9.928970041866407e-7 1.1410487834522754e-6 6.360238106759095e-7 8.357314722569008e-7 3.3152299782734416e-7 6.043636970054607e-7 2.2110250113834672e-7 4.0220565650732347e-7 1.4056080051229852e-7; 9.41974480084789e-7 4.441031163890023e-7 6.615618986540093e-7 2.8012784603060836e-7 4.302788598382562e-7 1.896714490282338e-7 3.1490508906419285e-7 1.4436930627511515e-7 2.486832011353205e-7 1.9360302579084822e-7 1.7015437247122444e-7; 1.8262861763137052e-6 1.0037143827455329e-6 1.2158053019303466e-6 6.372854152988738e-7 8.592808226636764e-7 4.6441380449363253e-7 6.676131684411426e-7 4.234119734059361e-7 5.529365212809686e-7 3.977351506736761e-7 4.4477986956559057e-7; 1.7548759524631478e-7 3.027637501522756e-7 1.336490733144025e-7 2.7547351743891523e-7 6.85167915922262e-8 2.5274710573507416e-7 2.822850613829763e-8 2.2190085037887978e-7 3.9900668522328804e-8 1.967533991447676e-7 9.38865266363859e-8; 2.5193025006708534e-6 1.9210392875358053e-6 1.707638499077087e-6 1.1447499030991597e-6 1.1947336779561448e-6 6.396739033748745e-7 8.565461903368347e-7 3.2033348751721325e-7 6.348714351884558e-7 1.0341126158734022e-7 5.091726977216416e-7; 1.041861450321249e-6 9.771434509030225e-7 6.284851253350163e-7 6.753196336527656e-7 3.7615021226905114e-7 4.6066563133317076e-7 2.475430093999217e-7 3.0070244187585933e-7 1.9947210052005556e-7 1.8454342694806e-7 1.6199999172665923e-7; 1.9261316542062584e-6 1.1734472427899757e-6 1.2713593548659965e-6 7.078891994320591e-7 8.029574096794846e-7 5.095784839593441e-7 4.626263782660481e-7 4.246929907715791e-7 2.248885543793819e-7 3.837695153844573e-7 7.156509274704854e-8; 2.088463364331747e-18 1.6346813138992855e-17 1.4393054186551003e-17 5.641032110462889e-17 9.553362278635659e-17 1.440036765013566e-16 6.531593867259615e-17 1.6778905367406813e-16 3.34977806571533e-16 3.5800532614682525e-16 9.989807934452322e-16; 3.133574408994888e-17 1.5587124117365943e-17 4.2687664879131513e-17 1.0761836023338373e-16 1.804582134662692e-16 2.708987844440525e-16 3.5142484022064076e-16 2.740211322177481e-16 1.2519582722355277e-15 3.957170526017179e-16 2.120931558121665e-15; 1.410379927700857e-17 3.336741176748228e-17 4.7295578123824086e-17 4.742922921812143e-17 2.4880018592095478e-17 6.995078830672928e-17 9.395598690772832e-17 2.031201192491892e-16 1.6829500065255886e-16 1.79878779688128e-16 1.914780354853623e-15; 1.920463539400651e-17 3.551948255269598e-17 2.429135975119448e-17 1.1717117609353254e-16 4.5165232922996213e-17 1.838204408219256e-16 2.724099522964967e-16 5.123801379487492e-16 9.41868075727408e-16 8.855974227236606e-16 3.7969271911325183e-16; 9.988420137110459e-18 1.4076128883020782e-17 4.0772613736779676e-17 1.418040471979881e-17 1.3829654071122233e-17 9.828829298691548e-17 2.0589858880620625e-16 2.0092591103921544e-16 4.042798258429365e-16 1.14585780834478e-16 8.80378824446597e-16; 5.4447710134032967e-17 1.4147928457424263e-17 3.371028353511477e-17 5.770724460812221e-17 4.3763930838022133e-16 2.0638324385340995e-16 3.330132800705872e-16 6.164537286582176e-16 1.1836377819340762e-15 2.0066556278972073e-16 1.6271452177711578e-15; 7.127250709343606e-18 6.817164487686439e-18 1.9045455485387438e-17 1.4793156087335314e-17 3.4268238413430045e-17 1.2418939557398566e-16 6.354191732155365e-17 3.6019203393439744e-16 5.1163655602311295e-16 1.4766869410866804e-16 6.305669129505713e-16; 2.1259503785872463e-17 4.292133124561112e-17 4.3590689122213685e-17 3.918524285531333e-17 1.1293658485284322e-16 1.45281606260821e-16 6.385692041226441e-16 8.108871874339988e-16 1.0506819381532606e-15 5.076482085182215e-16 3.576192359912452e-15; 3.884867198837036e-18 4.308919932597716e-17 2.244779002913859e-17 2.2821581016184514e-17 1.2563477149023412e-16 4.0760923284878454e-17 1.6766642437570645e-16 4.724801116674953e-16 5.271396024871974e-16 3.9337601039739985e-16 6.692827137408113e-16; 1.2755729078342681e-17 2.034325894052801e-17 5.523580708797519e-17 1.0193641855395342e-16 8.421068241809574e-17 2.0001800267364402e-16 3.1969041814049993e-16 4.906102122643458e-16 1.803877570979382e-15 1.125243382999086e-15 1.7364560269315718e-15; 6.1331736667334966e-18 2.263880599675074e-17 2.598921033780146e-17 1.9864288149441082e-17 2.2588904085965272e-17 1.3995618087634468e-16 1.1553831367574147e-16 1.9945548479234367e-16 1.8476230206474414e-16 2.633367945739399e-16 8.109178223792193e-16; 3.1031676915590914e-17 2.7755575615628914e-17 1.1236938283130691e-16 1.3877787807814457e-16 7.850462293418876e-17 1.2412670766236366e-16 3.8559277963506344e-16 4.965068306494546e-16 4.440892098500626e-16 8.005932084973442e-16 3.5596458096434965e-15; 9.055522398700297e-18 7.070004139520762e-18 3.122803409505904e-17 8.121767085755589e-17 7.076311083754595e-17 1.3877787807814457e-17 2.897767167584095e-16 4.2207643840401625e-16 2.2887833992611187e-16 5.613217783960923e-16 8.95090418262362e-16; 2.7755575615628914e-17 1.6883057536160649e-16 1.1102230246251565e-16 2.3714374201337736e-16 1.1102230246251565e-16 3.1401849173675503e-16 6.280369834735101e-16 8.881784197001252e-16 1.897149936107019e-15 0.0 1.7763568394002505e-15; 6.938893903907228e-18 2.42861286636753e-17 1.1188630228279524e-16 6.206335383118183e-17 1.1102230246251565e-16 1.5700924586837752e-16 2.618455766672135e-16 0.0 4.440892098500626e-16 8.881784197001252e-16 0.0; 6.206335383118183e-17 1.0007415106216802e-16 1.5700924586837752e-16 4.236704743275018e-16 5.551115123125783e-16 4.965068306494546e-16 1.4895204919483639e-15 1.9860273225978185e-15 1.5543122344752192e-15 0.0 5.329070518200751e-15; 2.660694867584809e-17 7.070004139520762e-18 4.6935812052089105e-17 4.443059973708341e-17 1.5328517645723046e-16 1.3877787807814457e-17 1.4946834900704541e-16 1.4488835837920476e-16 4.47545209131181e-16 3.433175098891678e-16 1.7235296186091125e-15; 1.5515838457795457e-17 2.7755575615628914e-17 4.5102810375396984e-17 1.3877787807814457e-16 2.7755575615628914e-16 1.2412670766236366e-16 3.3422138886441676e-16 4.440892098500626e-16 4.965068306494546e-16 4.965068306494546e-16 1.897149936107019e-15; 2.8609792490763984e-17 2.7755575615628914e-17 5.721958498152797e-17 5.551115123125783e-17 1.1102230246251565e-16 1.3877787807814457e-16 2.0014830212433605e-16 1.3472894910096233e-16 5.0895734351719815e-16 7.216449660063518e-16 0.0; 2.4532694666933986e-17 5.898059818321144e-17 6.530030066925315e-17 3.925231146709438e-17 3.925231146709438e-17 3.3081863473783437e-16 3.510833468576701e-16 7.108895957933346e-16 6.753223014464259e-16 2.220446049250313e-16 1.9100999153570945e-15; 8.182674270850422e-18 2.5018537765542006e-17 2.7755575615628914e-17 3.1031676915590914e-17 3.925231146709438e-17 1.0315407380583415e-16 1.3877787807814457e-16 4.002966042486721e-16 1.6184142622847344e-16 6.280369834735101e-16 3.3306690738754696e-16; 1.471961680016039e-17 6.453544378663091e-17 5.204170427930421e-17 1.7451869960311208e-16 7.376145397762941e-17 1.4752290795525882e-16 2.3551386880256624e-16 3.885780586188048e-16 1.3506446028928519e-15 1.4602703977091186e-15 1.7342238036525468e-15; 3.469446951953614e-18 1.734723475976807e-17 5.551115123125783e-17 0.0 5.551115123125783e-17 5.551115123125783e-17 1.1102230246251565e-16 1.1102230246251565e-16 1.1102230246251565e-16 0.0 8.881784197001252e-16]
Ri,"[417.53867294062894, 48554.07765298906]"
dt,39062.5
